col_date,temperature2,anomaly_temp2
2022-03-30 18:30:11.913144,25.3,1
2022-03-30 18:31:01.585409,25.3,1
2022-03-30 18:32:16.468175,25.3,1
2022-03-30 18:33:02.732997,25.3,1
2022-03-30 18:34:15.999911,25.4,1
2022-03-30 18:35:05.501852,25.4,1
2022-03-30 18:36:08.322956,25.3,1
2022-03-30 18:37:01.351034,25.3,1
2022-03-30 18:38:17.478511,25.4,1
2022-03-30 18:39:08.890226,25.4,1
2022-03-30 18:40:29.986973,25.4,1
2022-03-30 18:41:05.651025,25.4,1
2022-03-30 18:42:19.534146,25.4,1
2022-03-30 18:43:07.99015,25.4,1
2022-03-30 18:44:07.270476,25.4,1
2022-03-30 18:45:10.660725,25.4,1
2022-03-30 18:46:19.566033,25.4,1
2022-03-30 18:47:19.028997,25.4,1
2022-03-30 18:48:16.104869,25.4,1
2022-03-30 18:49:19.08081,25.5,1
2022-03-30 18:50:10.245784,25.5,1
2022-03-30 18:51:14.445182,25.5,1
2022-03-30 18:52:10.049982,25.5,1
2022-03-30 18:53:21.242557,25.5,1
2022-03-30 18:54:13.547727,25.5,1
2022-03-30 18:55:24.519162,25.5,1
2022-03-30 18:56:11.421945,25.5,1
2022-03-30 18:57:15.369531,25.5,1
2022-03-30 18:58:20.282201,25.5,1
2022-03-30 18:59:24.763622,25.5,1
2022-03-30 19:00:26.291728,25.5,1
2022-03-30 19:01:23.880816,25.5,1
2022-03-30 19:02:45.720815,25.5,1
2022-03-30 19:03:21.496871,25.5,1
2022-03-30 19:04:26.32888,25.5,1
2022-03-30 19:05:22.948527,25.5,1
2022-03-30 19:06:20.789046,25.5,1
2022-03-30 19:07:26.121708,25.5,1
2022-03-30 19:08:23.59418,25.5,1
2022-03-30 19:09:23.730891,25.5,1
2022-03-30 19:10:26.728281,25.5,1
2022-03-30 19:11:43.379891,25.5,1
2022-03-30 19:12:31.219846,25.5,1
2022-03-30 19:13:37.531999,25.6,1
2022-03-30 19:14:37.168927,25.5,1
2022-03-30 19:15:33.488369,25.5,1
2022-03-30 19:16:57.749336,25.5,1
2022-03-30 19:17:27.84378,25.5,1
2022-03-30 19:18:55.160937,25.5,1
2022-03-30 19:19:30.875876,25.5,1
2022-03-30 19:20:33.913461,25.6,1
2022-03-30 19:21:31.23668,25.6,1
2022-03-30 19:22:39.271786,25.6,1
2022-03-30 19:23:45.101598,25.6,1
2022-03-30 19:24:38.435422,25.6,1
2022-03-30 19:25:42.495753,25.6,1
2022-03-30 19:26:36.105966,25.6,1
2022-03-30 19:27:39.271182,25.6,1
2022-03-30 19:28:32.451616,25.6,1
2022-03-30 19:29:50.495852,25.6,1
2022-03-30 19:30:40.707936,25.6,1
2022-03-30 19:31:43.29528,25.6,1
2022-03-30 19:35:17.839931,25.7,1
2022-03-30 19:35:44.556034,25.7,1
2022-03-30 19:36:50.391807,25.7,1
2022-03-30 19:37:47.80856,25.7,1
2022-03-30 19:38:53.742592,25.7,1
2022-03-30 19:40:01.045632,25.7,1
2022-03-30 19:40:49.46855,25.7,1
2022-03-30 19:41:53.10252,25.7,1
2022-03-30 19:42:55.412066,25.6,1
2022-03-30 19:43:56.951862,25.6,1
2022-03-30 19:44:54.354221,25.6,1
2022-03-30 19:45:54.29051,25.7,1
2022-03-30 19:46:59.13936,25.7,1
2022-03-30 19:47:58.845296,25.6,1
2022-03-30 19:48:59.629032,25.6,1
2022-03-30 19:50:14.095881,25.6,1
2022-03-30 19:51:05.325521,25.6,1
2022-03-30 19:51:59.232934,25.6,1
2022-03-30 19:53:02.974782,25.6,1
2022-03-30 19:54:00.776444,25.6,1
2022-03-30 19:55:04.34012,25.6,1
2022-03-30 19:56:13.185968,25.6,1
2022-03-30 19:57:01.367613,25.6,1
2022-03-30 19:58:01.484049,25.6,1
2022-03-30 19:59:02.573537,25.6,1
2022-03-30 20:00:12.883465,25.6,1
2022-03-30 20:01:05.849674,25.6,1
2022-03-30 20:02:11.796771,25.6,1
2022-03-30 20:03:05.07616,25.6,1
2022-03-30 20:04:04.341536,25.6,1
2022-03-30 20:05:12.180734,25.6,1
2022-03-30 20:06:13.416166,25.5,1
2022-03-30 20:07:11.088949,25.5,1
2022-03-30 20:08:40.175503,25.5,1
2022-03-30 20:09:09.360461,25.5,1
2022-03-30 20:10:11.332928,25.4,1
2022-03-30 20:11:17.207942,25.4,1
2022-03-30 20:12:27.387065,25.4,1
2022-03-30 20:13:25.745044,25.4,1
2022-03-30 20:14:13.899544,25.4,1
2022-03-30 20:15:35.389438,25.3,1
2022-03-30 20:16:22.073649,25.3,1
2022-03-30 20:17:35.568435,25.3,1
2022-03-30 20:18:22.83879,25.3,1
2022-03-30 20:19:20.338708,25.3,1
2022-03-30 20:20:30.266607,25.2,1
2022-03-30 20:21:28.455626,25.2,1
2022-03-30 20:22:23.116508,25.2,1
2022-03-30 20:23:39.630424,25.2,1
2022-03-30 20:24:27.20071,25.2,1
2022-03-30 20:25:23.786579,25.2,1
2022-03-30 20:26:25.509817,25.2,1
2022-03-30 20:27:32.026939,25.1,1
2022-03-30 20:28:24.866125,25.1,1
2022-03-30 20:29:28.233163,25.1,1
2022-03-30 20:30:36.269715,25.1,1
2022-03-30 20:31:44.320506,25.1,1
2022-03-30 20:33:00.359694,25.1,1
2022-03-30 20:33:29.478908,25.1,1
2022-03-30 20:34:33.215662,25.1,1
2022-03-30 20:35:35.749242,25.1,1
2022-03-30 20:36:36.439728,25.0,1
2022-03-30 20:37:33.594275,25.0,1
2022-03-30 20:38:37.356099,25.0,1
2022-03-30 20:39:29.116829,25.0,1
2022-03-30 20:40:39.804599,25.0,1
2022-03-30 20:41:47.11857,25.0,1
2022-03-30 20:42:36.089989,25.0,1
2022-03-30 20:43:31.821638,25.0,1
2022-03-30 20:44:34.8861,25.0,1
2022-03-30 20:45:34.402813,24.9,1
2022-03-30 20:46:34.505016,24.9,1
2022-03-30 20:47:39.88387,24.9,1
2022-03-30 20:48:47.289267,24.9,1
2022-03-30 20:49:50.481423,24.9,1
2022-03-30 20:50:38.482492,24.9,1
2022-03-30 20:51:36.553875,24.9,1
2022-03-30 20:52:47.179314,24.9,1
2022-03-30 20:53:42.24719,24.9,1
2022-03-30 20:54:39.975009,24.9,1
2022-03-30 20:55:40.855676,24.9,1
2022-03-30 20:56:38.165142,24.9,1
2022-03-30 20:57:43.087006,24.9,1
2022-03-30 20:58:50.660574,24.8,1
2022-03-30 20:59:45.511962,24.8,1
2022-03-30 21:00:57.003206,24.8,1
2022-03-30 21:01:42.707886,24.8,1
2022-03-30 21:02:47.718386,24.9,1
2022-03-30 21:03:44.406927,24.8,1
2022-03-30 21:04:44.433808,24.8,1
2022-03-30 21:05:54.699828,24.8,1
2022-03-30 21:06:52.003769,24.8,1
2022-03-30 21:07:58.633755,24.8,1
2022-03-30 21:08:55.227105,24.8,1
2022-03-30 21:09:48.480276,24.8,1
2022-03-30 21:10:50.167241,24.8,1
2022-03-30 21:11:58.521812,24.8,1
2022-03-30 21:12:53.325143,24.8,1
2022-03-30 21:14:18.692333,24.8,1
2022-03-30 21:15:05.214197,24.8,1
2022-03-30 21:15:52.999234,24.8,1
2022-03-30 21:17:19.506908,24.8,1
2022-03-30 21:18:02.803026,24.8,1
2022-03-30 21:19:04.235098,24.8,1
2022-03-30 21:19:51.293895,24.8,1
2022-03-30 21:20:56.684479,24.8,1
2022-03-30 21:22:04.263869,24.8,1
2022-03-30 21:23:04.528496,24.8,1
2022-03-30 21:24:06.655476,24.8,1
2022-03-30 21:25:14.537942,24.8,1
2022-03-30 21:25:59.112898,24.7,1
2022-03-30 21:27:05.045962,24.7,1
2022-03-30 21:28:02.197917,24.7,1
2022-03-30 21:29:27.535933,24.7,1
2022-03-30 21:29:57.888511,24.7,1
2022-03-30 21:31:03.642588,24.7,1
2022-03-30 21:31:59.279863,24.7,1
2022-03-30 21:33:03.831474,24.7,1
2022-03-30 21:34:18.15895,24.7,1
2022-03-30 21:35:08.341841,24.7,1
2022-03-30 21:36:06.379568,24.7,1
2022-03-30 21:37:15.029826,24.7,1
2022-03-30 21:38:05.566225,24.6,1
2022-03-30 21:39:15.778389,24.6,1
2022-03-30 21:40:05.529389,24.6,1
2022-03-30 21:41:07.892353,24.6,1
2022-03-30 21:42:16.473983,24.6,1
2022-03-30 21:43:04.984389,24.6,1
2022-03-30 21:44:10.07935,24.6,1
2022-03-30 21:45:12.46185,24.6,1
2022-03-30 21:46:12.911359,24.6,1
2022-03-30 21:47:21.933647,24.6,1
2022-03-30 21:48:29.772337,24.6,1
2022-03-30 21:49:13.319927,24.6,1
2022-03-30 21:50:14.37167,24.6,1
2022-03-30 21:51:23.867903,24.6,1
2022-03-30 21:52:21.468814,24.6,1
2022-03-30 21:53:12.684115,24.6,1
2022-03-30 21:54:24.413984,24.6,1
2022-03-30 21:55:35.039043,24.6,1
2022-03-30 21:56:27.769948,24.6,1
2022-03-30 21:57:44.5208,24.6,1
2022-03-30 21:58:16.636788,24.6,1
2022-03-30 21:59:37.089396,24.6,1
2022-03-30 22:00:20.330385,24.6,1
2022-03-30 22:01:20.55529,24.6,1
2022-03-30 22:02:20.869449,24.5,1
2022-03-30 22:03:25.874899,24.6,1
2022-03-30 22:04:20.601234,24.5,1
2022-03-30 22:05:24.421375,24.5,1
2022-03-30 22:06:35.726107,24.5,1
2022-03-30 22:07:25.646128,24.5,1
2022-03-30 22:08:26.402665,24.5,1
2022-03-30 22:09:25.009754,24.5,1
2022-03-30 22:10:44.979594,24.5,1
2022-03-30 22:11:37.808209,24.5,1
2022-03-30 22:12:49.130518,24.5,1
2022-03-30 22:13:34.618365,24.5,1
2022-03-30 22:14:35.646711,24.5,1
2022-03-30 22:15:31.447215,24.5,1
2022-03-30 22:16:35.28944,24.5,1
2022-03-30 22:17:32.701956,24.5,1
2022-03-30 22:18:40.882567,24.5,1
2022-03-30 22:19:37.178423,24.5,1
2022-03-30 22:20:40.245556,24.5,1
2022-03-30 22:21:42.48712,24.5,1
2022-03-30 22:22:39.627024,24.5,1
2022-03-30 22:23:39.673642,24.4,1
2022-03-30 22:24:31.756586,24.4,1
2022-03-30 22:25:40.967487,24.4,1
2022-03-30 22:26:34.530802,24.4,1
2022-03-30 22:27:47.95087,24.4,1
2022-03-30 22:28:52.650879,24.4,1
2022-03-30 22:29:42.711949,24.4,1
2022-03-30 22:30:53.420254,24.4,1
2022-03-30 22:31:50.194907,24.4,1
2022-03-30 22:32:40.187434,24.4,1
2022-03-30 22:33:46.415573,24.4,1
2022-03-30 22:34:55.280786,24.4,1
2022-03-30 22:35:39.436833,24.4,1
2022-03-30 22:36:46.950734,24.4,1
2022-03-30 22:38:05.135784,24.4,1
2022-03-30 22:39:01.681751,24.4,1
2022-03-30 22:39:48.327987,24.4,1
2022-03-30 22:40:52.374995,24.4,1
2022-03-30 22:41:54.936727,24.4,1
2022-03-30 22:42:51.629681,24.4,1
2022-03-30 22:43:47.388991,24.4,1
2022-03-30 22:44:56.080274,24.4,1
2022-03-30 22:45:51.243892,24.4,1
2022-03-30 22:46:57.105837,24.4,1
2022-03-30 22:47:55.227294,24.4,1
2022-03-30 22:49:00.539425,24.4,1
2022-03-30 22:49:50.659947,24.4,1
2022-03-30 22:50:54.45787,24.4,1
2022-03-30 22:52:01.062405,24.4,1
2022-03-30 22:53:17.03689,24.4,1
2022-03-30 22:54:14.624754,24.4,1
2022-03-30 22:54:56.19427,24.4,1
2022-03-30 22:55:54.319388,24.4,1
2022-03-30 22:56:57.776398,24.4,1
2022-03-30 22:58:02.630029,24.3,1
2022-03-30 22:58:58.516745,24.4,1
2022-03-30 22:59:59.077808,24.3,1
2022-03-30 23:01:02.471907,24.3,1
2022-03-30 23:02:00.884114,24.4,1
2022-03-30 23:02:59.080493,24.3,1
2022-03-30 23:03:58.707371,24.4,1
2022-03-30 23:05:06.688613,24.3,1
2022-03-30 23:05:57.243602,24.3,1
2022-03-30 23:07:02.438616,24.3,1
2022-03-30 23:08:26.88055,24.3,1
2022-03-30 23:09:09.192405,24.3,1
2022-03-30 23:10:08.668033,24.3,1
2022-03-30 23:11:05.18031,24.3,1
2022-03-30 23:12:00.488008,24.3,1
2022-03-30 23:13:08.289465,24.3,1
2022-03-30 23:14:38.229103,24.3,1
2022-03-30 23:15:18.387222,24.3,1
2022-03-30 23:16:10.652575,24.3,1
2022-03-30 23:17:06.154824,24.3,1
2022-03-30 23:18:09.17897,24.3,1
2022-03-30 23:19:14.821966,24.3,1
2022-03-30 23:20:09.091102,24.3,1
2022-03-30 23:21:19.623784,24.3,1
2022-03-30 23:22:11.371158,24.3,1
2022-03-30 23:23:14.821474,24.3,1
2022-03-30 23:24:12.04323,24.3,1
2022-03-30 23:25:13.466823,24.3,1
2022-03-30 23:26:21.749844,24.3,1
2022-03-30 23:27:28.841919,24.3,1
2022-03-30 23:28:13.782893,24.3,1
2022-03-30 23:29:27.410373,24.3,1
2022-03-30 23:30:33.907509,24.3,1
2022-03-30 23:31:26.543851,24.3,1
2022-03-30 23:32:19.883871,24.3,1
2022-03-30 23:33:24.614508,24.3,1
2022-03-30 23:34:29.126788,24.3,1
2022-03-30 23:35:23.43208,24.3,1
2022-03-30 23:36:25.145724,24.3,1
2022-03-30 23:37:24.23275,24.3,1
2022-03-30 23:38:24.872244,24.2,1
2022-03-30 23:39:27.570591,24.3,1
2022-03-30 23:40:27.123744,24.2,1
2022-03-30 23:41:23.476764,24.3,1
2022-03-30 23:42:27.529657,24.3,1
2022-03-30 23:43:24.256045,24.3,1
2022-03-30 23:44:27.25093,24.3,1
2022-03-30 23:45:45.588679,24.3,1
2022-03-30 23:46:25.90873,24.3,1
2022-03-30 23:47:25.529613,24.3,1
2022-03-30 23:48:28.522174,24.3,1
2022-03-30 23:49:31.410475,24.3,1
2022-03-30 23:50:31.997559,24.2,1
2022-03-30 23:51:39.08059,24.2,1
2022-03-30 23:52:30.486763,24.2,1
2022-03-30 23:53:30.136561,24.2,1
2022-03-30 23:54:34.033783,24.2,1
2022-03-30 23:55:45.322453,24.2,1
2022-03-30 23:56:36.515466,24.2,1
2022-03-30 23:57:53.798441,24.2,1
2022-03-30 23:58:31.038028,24.2,1
2022-03-30 23:59:43.005853,24.2,1
2022-03-31 00:00:52.799458,24.2,1
2022-03-31 00:01:35.578758,24.2,1
2022-03-31 00:02:36.026245,24.2,1
2022-03-31 00:03:37.280478,24.2,1
2022-03-31 00:04:34.428081,24.2,1
2022-03-31 00:05:38.744346,24.2,1
2022-03-31 00:06:36.497027,24.2,1
2022-03-31 00:07:40.477741,24.2,1
2022-03-31 00:08:44.198399,24.2,1
2022-03-31 00:09:44.490823,24.2,1
2022-03-31 00:10:47.55835,24.2,1
2022-03-31 00:11:47.376114,24.2,1
2022-03-31 00:12:43.019847,24.2,1
2022-03-31 00:14:01.740142,24.2,1
2022-03-31 00:14:49.163946,24.2,1
2022-03-31 00:15:57.121143,24.2,1
2022-03-31 00:16:44.013438,24.2,1
2022-03-31 00:18:00.062016,24.2,1
2022-03-31 00:18:58.870928,24.2,1
2022-03-31 00:20:03.647819,24.2,1
2022-03-31 00:21:07.058273,24.2,1
2022-03-31 00:21:50.440983,24.2,1
2022-03-31 00:22:45.569735,24.2,1
2022-03-31 00:23:56.865447,24.2,1
2022-03-31 00:24:51.249103,24.2,1
2022-03-31 00:26:04.802152,24.2,1
2022-03-31 00:26:52.180895,24.2,1
2022-03-31 00:27:56.931266,24.1,1
2022-03-31 00:28:54.867207,24.1,1
2022-03-31 00:29:53.694366,24.1,1
2022-03-31 00:31:06.956743,24.1,1
2022-03-31 00:31:53.386578,24.1,1
2022-03-31 00:32:59.125543,24.1,1
2022-03-31 00:34:04.178617,24.1,1
2022-03-31 00:34:54.18681,24.1,1
2022-03-31 00:36:10.154161,24.1,1
2022-03-31 00:36:57.919329,24.1,1
2022-03-31 00:38:00.69235,24.1,1
2022-03-31 00:39:00.259173,24.1,1
2022-03-31 00:40:04.495894,24.1,1
2022-03-31 00:41:02.127093,24.1,1
2022-03-31 00:42:02.762367,24.1,1
2022-03-31 00:43:09.874388,24.1,1
2022-03-31 00:44:04.711243,24.1,1
2022-03-31 00:45:06.463523,24.1,1
2022-03-31 00:46:01.36254,24.1,1
2022-03-31 00:47:09.362874,24.1,1
2022-03-31 00:48:01.520345,24.1,1
2022-03-31 00:49:08.708433,24.1,1
2022-03-31 00:50:10.481894,24.1,1
2022-03-31 00:51:06.412016,24.1,1
2022-03-31 00:52:14.177821,24.1,1
2022-03-31 00:53:10.866735,24.1,1
2022-03-31 00:54:08.005238,24.1,1
2022-03-31 00:55:06.570485,24.1,1
2022-03-31 00:56:12.881637,24.1,1
2022-03-31 00:57:39.67701,24.1,1
2022-03-31 00:58:16.378873,24.1,1
2022-03-31 00:59:23.521213,24.1,1
2022-03-31 01:00:13.230638,24.1,1
2022-03-31 01:01:22.196109,24.1,1
2022-03-31 01:02:24.59244,24.1,1
2022-03-31 01:03:30.457367,24.1,1
2022-03-31 01:04:16.222865,24.1,1
2022-03-31 01:05:22.183385,24.1,1
2022-03-31 01:06:16.280673,24.1,1
2022-03-31 01:07:24.27814,24.1,1
2022-03-31 01:08:14.923329,24.1,1
2022-03-31 01:09:26.406143,24.1,1
2022-03-31 01:10:16.714447,24.1,1
2022-03-31 01:11:30.303487,24.1,1
2022-03-31 01:12:22.738618,24.1,1
2022-03-31 01:13:24.031018,24.1,1
2022-03-31 01:14:21.302912,24.1,1
2022-03-31 01:15:32.642583,24.1,1
2022-03-31 01:16:27.364412,24.1,1
2022-03-31 01:17:28.691421,24.1,1
2022-03-31 01:18:25.827994,24.0,1
2022-03-31 01:19:20.378958,24.0,1
2022-03-31 01:20:18.401024,24.0,1
2022-03-31 01:21:31.038426,24.0,1
2022-03-31 01:22:28.386006,24.0,1
2022-03-31 01:23:22.501258,24.0,1
2022-03-31 01:24:24.783926,24.0,1
2022-03-31 01:25:33.006591,24.0,1
2022-03-31 01:26:26.946447,24.0,1
2022-03-31 01:27:38.471438,24.0,1
2022-03-31 01:28:32.200954,24.0,1
2022-03-31 01:29:29.69577,24.0,1
2022-03-31 01:30:27.236784,24.0,1
2022-03-31 01:31:33.455862,24.0,1
2022-03-31 01:32:29.153675,24.0,1
2022-03-31 01:33:39.878875,24.0,1
2022-03-31 01:34:39.356842,24.0,1
2022-03-31 01:35:28.519344,24.0,1
2022-03-31 01:36:35.185538,24.0,1
2022-03-31 01:37:39.485405,24.0,1
2022-03-31 01:38:34.166895,23.9,1
2022-03-31 01:39:36.955048,23.9,1
2022-03-31 01:40:40.738711,24.0,1
2022-03-31 01:41:37.028371,23.9,1
2022-03-31 01:42:52.111341,24.0,1
2022-03-31 01:43:43.726395,23.9,1
2022-03-31 01:44:34.658033,24.0,1
2022-03-31 01:45:46.055428,24.0,1
2022-03-31 01:46:42.745454,24.0,1
2022-03-31 01:47:37.305766,24.0,1
2022-03-31 01:49:05.369154,24.0,1
2022-03-31 01:49:39.438298,24.0,1
2022-03-31 01:50:45.979219,23.9,1
2022-03-31 01:51:52.374336,23.9,1
2022-03-31 01:52:44.699002,23.9,1
2022-03-31 01:53:49.496752,23.9,1
2022-03-31 01:54:45.2108,23.9,1
2022-03-31 01:55:48.299972,23.9,1
2022-03-31 01:56:47.9846,24.0,1
2022-03-31 01:57:51.185851,24.0,1
2022-03-31 01:58:47.68101,24.0,1
2022-03-31 01:59:46.6968,24.0,1
2022-03-31 02:01:00.575007,24.0,1
2022-03-31 02:01:59.735835,24.0,1
2022-03-31 02:03:06.610004,24.0,1
2022-03-31 02:03:57.407269,24.0,1
2022-03-31 02:04:56.902615,24.0,1
2022-03-31 02:05:52.52727,24.0,1
2022-03-31 02:06:54.571063,24.0,1
2022-03-31 02:08:03.959582,24.0,1
2022-03-31 02:09:14.439772,24.0,1
2022-03-31 02:10:11.147843,23.9,1
2022-03-31 02:10:57.968364,24.0,1
2022-03-31 02:12:08.963645,24.0,1
2022-03-31 02:13:13.446111,24.0,1
2022-03-31 02:14:06.2994,24.0,1
2022-03-31 02:15:26.898387,24.0,1
2022-03-31 02:16:22.614402,24.0,1
2022-03-31 02:17:08.858605,24.0,1
2022-03-31 02:18:21.84427,24.0,1
2022-03-31 02:19:04.402738,24.0,1
2022-03-31 02:20:09.733149,24.0,1
2022-03-31 02:21:07.229885,24.0,1
2022-03-31 02:22:13.228423,24.0,1
2022-03-31 02:23:07.916808,24.0,1
2022-03-31 02:24:06.553838,24.0,1
2022-03-31 02:25:14.449396,24.0,1
2022-03-31 02:26:11.805979,24.0,1
2022-03-31 02:27:15.433559,24.0,1
2022-03-31 02:28:14.024307,24.0,1
2022-03-31 02:29:07.287549,24.0,1
2022-03-31 02:30:12.670064,23.9,1
2022-03-31 02:31:10.765338,23.9,1
2022-03-31 02:32:20.774712,23.9,1
