threshold
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.054
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.183
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.226
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.193
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.201
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
-0.228
