threshold
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
0.010
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.052
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.092
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.069
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.081
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
-0.105
